Fecha_datetime,Year,Month,Day,NO2_trop_mean,NO2_trop_std,WeekofYear,NO2_trop_mean_complete,NO2_trop_std_complete
2019-02-01T00:00:00Z,2019,2,1,NA,NA,2019W05,7.743667669065969e-5,0
2019-02-02T00:00:00Z,2019,2,2,4.869233333507744e-5,1.7314188173426193e-5,2019W05,4.869233333507744e-5,1.7314188173426172e-5
2019-02-03T00:00:00Z,2019,2,3,5.1602750622589846e-5,5.4901675754307154e-5,2019W05,5.1602750622589846e-5,5.4901675754307154e-5
2019-02-04T00:00:00Z,2019,2,4,1.187140403508e-4,3.6707700287869325e-5,2019W06,1.187140403508e-4,3.670770028786932e-5
2019-02-05T00:00:00Z,2019,2,5,6.751901643030285e-5,2.0562516532509037e-5,2019W06,6.751901643030285e-5,2.0562516532509037e-5
2019-02-06T00:00:00Z,2019,2,6,5.709433994113458e-5,4.52903770066774e-5,2019W06,5.709433994113458e-5,4.52903770066774e-5
2019-02-07T00:00:00Z,2019,2,7,7.933779415043849e-5,8.112603048913863e-5,2019W06,7.933779415043849e-5,8.112603048913863e-5
2019-02-08T00:00:00Z,2019,2,8,1.03299596191e-4,6.02302843924343e-5,2019W06,1.03299596191e-4,6.02302843924343e-5
2019-02-09T00:00:00Z,2019,2,9,8.088638310679326e-5,2.1558752366438816e-5,2019W06,8.088638310679326e-5,2.1558752366438816e-5
2019-02-10T00:00:00Z,2019,2,10,5.57480521260017e-5,1.27584950472942e-5,2019W06,5.57480521260017e-5,1.27584950472942e-5
2019-02-11T00:00:00Z,2019,2,11,5.232628442859777e-5,2.7427505978829056e-5,2019W07,5.232628442859777e-5,2.7427505978829056e-5
2019-02-12T00:00:00Z,2019,2,12,6.162167639911399e-5,4.218064179843234e-5,2019W07,6.162167639911399e-5,4.218064179843234e-5
2019-02-13T00:00:00Z,2019,2,13,7.021319820737968e-5,7.793108150315773e-5,2019W07,7.021319820737968e-5,7.793108150315773e-5
2019-02-14T00:00:00Z,2019,2,14,NA,NA,2019W07,1.7047955989974502e-4,7.117747930146489e-5
2019-02-15T00:00:00Z,2019,2,15,2.0404617432314998e-4,3.7346997138155795e-5,2019W07,2.0404617432315004e-4,3.7346997138155795e-5
2019-02-16T00:00:00Z,2019,2,16,6.772507777072953e-5,2.204827742050338e-5,2019W07,6.772507777072953e-5,2.204827742050338e-5
2019-02-17T00:00:00Z,2019,2,17,4.812453080588024e-5,4.359822738867097e-5,2019W07,4.8124530805880236e-5,4.359822738867097e-5
2019-02-18T00:00:00Z,2019,2,18,7.862917398604986e-5,2.7402216014147694e-5,2019W08,7.862917398604986e-5,2.7402216014147694e-5
2019-02-19T00:00:00Z,2019,2,19,9.472376219659351e-5,2.533054575745217e-5,2019W08,9.472376219659351e-5,2.533054575745217e-5
2019-02-20T00:00:00Z,2019,2,20,6.914288480350703e-5,5.0819741196849586e-5,2019W08,6.914288480350703e-5,5.0819741196849586e-5
2019-02-21T00:00:00Z,2019,2,21,1.487110502067e-4,1.070163620939e-4,2019W08,1.487110502067e-4,1.0701636209389998e-4
2019-02-22T00:00:00Z,2019,2,22,2.631929890212e-4,0,2019W08,2.631929890212e-4,0
2019-02-23T00:00:00Z,2019,2,23,NA,NA,2019W08,1.6948902159078194e-4,0
2019-02-24T00:00:00Z,2019,2,24,2.708576175791677e-5,2.0593273652714425e-5,2019W08,2.708576175791677e-5,2.0593273652714486e-5
2019-02-25T00:00:00Z,2019,2,25,NA,NA,2019W09,3.249082863046848e-5,1.0666551383199721e-5
2019-02-26T00:00:00Z,2019,2,26,6.942856239702686e-5,2.9705704419525322e-5,2019W09,6.942856239702686e-5,2.970570441952535e-5
2019-02-27T00:00:00Z,2019,2,27,8.796758315958404e-5,1.032072455789e-4,2019W09,8.796758315958404e-5,1.032072455789e-4
2019-02-28T00:00:00Z,2019,2,28,2.745219376021e-4,3.131785875726189e-5,2019W09,2.745219376021e-4,3.13178587572619e-5
2019-03-01T00:00:00Z,2019,3,1,6.754574888934032e-5,2.5726845386500065e-5,2019W09,6.754574888934032e-5,2.5726845386500065e-5
2019-03-02T00:00:00Z,2019,3,2,7.467274433446699e-5,1.1379781526076878e-5,2019W09,7.467274433446702e-5,1.1379781526076882e-5
2019-03-03T00:00:00Z,2019,3,3,2.98147845246876e-5,2.3324069006049476e-5,2019W09,2.98147845246876e-5,2.3324069006049476e-5
2019-03-04T00:00:00Z,2019,3,4,NA,NA,2019W10,2.2784856814580254e-5,3.097806513957791e-5
2019-03-05T00:00:00Z,2019,3,5,6.371297685858075e-5,4.9720253427561615e-5,2019W10,6.371297685858075e-5,4.9720253427561615e-5
2019-03-06T00:00:00Z,2019,3,6,1.036897886802e-4,7.469249591256401e-5,2019W10,1.036897886802e-4,7.469249591256401e-5
2019-03-07T00:00:00Z,2019,3,7,1.141405406852e-4,1.801902270818179e-5,2019W10,1.141405406852e-4,1.801902270818179e-5
2019-03-08T00:00:00Z,2019,3,8,4.8199199080961444e-5,1.3424460155912193e-5,2019W10,4.8199199080961444e-5,1.3424460155912193e-5
2019-03-09T00:00:00Z,2019,3,9,5.453161452707507e-5,2.190087387598672e-5,2019W10,5.4531614527075064e-5,2.190087387598672e-5
2019-03-10T00:00:00Z,2019,3,10,5.183233628281873e-5,1.649889143132332e-5,2019W10,5.183233628281873e-5,1.649889143132332e-5
2019-03-11T00:00:00Z,2019,3,11,3.5077055748597805e-5,4.740567461441719e-6,2019W11,3.5077055748597805e-5,4.74056746144172e-6
2019-03-12T00:00:00Z,2019,3,12,NA,NA,2019W11,2.320246906551738e-5,1.212568739478894e-5
2019-03-13T00:00:00Z,2019,3,13,3.942649562376848e-5,2.942662907920265e-5,2019W11,3.942649562376848e-5,2.9426629079202656e-5
2019-03-14T00:00:00Z,2019,3,14,8.410314302207897e-5,4.054442413099652e-5,2019W11,8.410314302207897e-5,4.054442413099652e-5
2019-03-15T00:00:00Z,2019,3,15,NA,NA,2019W11,8.569027581619517e-5,4.31255365043084e-5
2019-03-16T00:00:00Z,2019,3,16,NA,NA,2019W11,6.339452282495784e-5,3.80285992219691e-5
2019-03-17T00:00:00Z,2019,3,17,6.541525954023163e-5,2.6052461569272655e-5,2019W11,6.541525954023163e-5,2.6052461569272655e-5
2019-03-18T00:00:00Z,2019,3,18,7.76901890386366e-5,2.11616989385241e-5,2019W12,7.76901890386366e-5,2.11616989385241e-5
2019-03-19T00:00:00Z,2019,3,19,NA,NA,2019W12,0,6.360815362473779e-5
2019-03-20T00:00:00Z,2019,3,20,5.274150003196893e-5,1.013068439286e-4,2019W12,5.2741500031968985e-5,1.013068439286e-4
2019-03-21T00:00:00Z,2019,3,21,4.141539176857e-4,8.012713532977266e-5,2019W12,4.141539176857e-4,8.012713532977266e-5
2019-03-22T00:00:00Z,2019,3,22,1.914239878172e-4,3.6137309370892575e-5,2019W12,1.914239878171999e-4,3.6137309370892575e-5
2019-03-23T00:00:00Z,2019,3,23,5.757260753316414e-5,8.7038774502026e-6,2019W12,5.757260753316414e-5,8.7038774502026e-6
2019-03-24T00:00:00Z,2019,3,24,5.562434363021202e-5,2.02602815920159e-5,2019W12,5.562434363021202e-5,2.0260281592015902e-5
2019-03-25T00:00:00Z,2019,3,25,1.14913671292e-4,2.1145322306223406e-13,2019W13,1.14913671292e-4,2.1145322306223406e-13
2019-03-26T00:00:00Z,2019,3,26,1.8681599613046277e-5,2.0119067467661064e-5,2019W13,1.868159961304626e-5,2.011906746766106e-5
2019-03-27T00:00:00Z,2019,3,27,5.770370127607019e-5,3.579592386950995e-5,2019W13,5.770370127607019e-5,3.579592386950995e-5
2019-03-28T00:00:00Z,2019,3,28,7.626640251802269e-5,3.0409415292837523e-5,2019W13,7.626640251802269e-5,3.0409415292837523e-5
2019-03-29T00:00:00Z,2019,3,29,7.523107083960728e-5,2.0789231625021924e-5,2019W13,7.523107083960728e-5,2.0789231625021924e-5
2019-03-30T00:00:00Z,2019,3,30,1.0245781516272944e-4,5.315383725720864e-5,2019W13,1.0245781516272944e-4,5.3153837257208636e-5
2019-03-31T00:00:00Z,2019,3,31,5.376898315586602e-5,6.175073138987816e-5,2019W13,5.376898315586602e-5,6.175073138987816e-5
2019-04-01T00:00:00Z,2019,4,1,NA,NA,2019W14,5.048941683419097e-5,4.524858289762467e-5
2019-04-02T00:00:00Z,2019,4,2,NA,NA,2019W14,8.613958536188383e-5,2.7256668368328142e-5
2019-04-03T00:00:00Z,2019,4,3,1.010743866162e-4,3.115599154286616e-5,2019W14,1.0107438661620001e-4,3.1155991542866174e-5
2019-04-04T00:00:00Z,2019,4,4,NA,NA,2019W14,6.829867528774147e-5,6.226882738669706e-5
2019-04-05T00:00:00Z,2019,4,5,9.141713332049674e-5,5.3682535763602176e-5,2019W14,9.141713332049674e-5,5.3682535763602176e-5
2019-04-06T00:00:00Z,2019,4,6,1.676234276956e-4,3.5527307375136574e-5,2019W14,1.676234276956e-4,3.5527307375136574e-5
2019-04-07T00:00:00Z,2019,4,7,9.949267981591282e-5,1.947458068711e-4,2019W14,9.949267981591282e-5,1.9474580687110006e-4
2019-04-08T00:00:00Z,2019,4,8,3.624950564434e-4,3.290478585659453e-5,2019W15,3.624950564434e-4,3.290478585659453e-5
2019-04-09T00:00:00Z,2019,4,9,5.971660351120507e-5,5.6441881642177264e-5,2019W15,5.971660351120506e-5,5.644188164217727e-5
2019-04-10T00:00:00Z,2019,4,10,1.550458818569e-4,3.389429003149052e-5,2019W15,1.550458818569e-4,3.389429003149052e-5
2019-04-11T00:00:00Z,2019,4,11,6.580983138555748e-5,1.180679849695e-4,2019W15,6.580983138555748e-5,1.1806798496949998e-4
2019-04-12T00:00:00Z,2019,4,12,1.921275768579e-4,4.152166135284814e-5,2019W15,1.921275768579e-4,4.152166135284814e-5
2019-04-13T00:00:00Z,2019,4,13,8.328465063093899e-5,2.1819322173459503e-5,2019W15,8.328465063093902e-5,2.1819322173459503e-5
2019-04-14T00:00:00Z,2019,4,14,6.901527009114619e-5,3.36731805342834e-5,2019W15,6.901527009114619e-5,3.36731805342834e-5
2019-04-15T00:00:00Z,2019,4,15,NA,NA,2019W16,9.945464005158656e-5,4.061190638060914e-5
2019-04-16T00:00:00Z,2019,4,16,9.75536093196076e-5,3.637904787544292e-5,2019W16,9.75536093196076e-5,3.637904787544292e-5
2019-04-17T00:00:00Z,2019,4,17,8.612400475350662e-5,2.1835659622508084e-5,2019W16,8.612400475350662e-5,2.1835659622508084e-5
2019-04-18T00:00:00Z,2019,4,18,1.696760145209e-4,1.6978359513418295e-5,2019W16,1.696760145209e-4,1.6978359513418295e-5
2019-04-19T00:00:00Z,2019,4,19,8.953034608453396e-5,2.270374328514456e-5,2019W16,8.953034608453396e-5,2.270374328514456e-5
2019-04-20T00:00:00Z,2019,4,20,7.250063216106541e-5,3.2403297460081125e-5,2019W16,7.250063216106541e-5,3.2403297460081125e-5
2019-04-21T00:00:00Z,2019,4,21,1.211441884506e-4,6.675830624965992e-5,2019W16,1.211441884506e-4,6.675830624965992e-5
2019-04-22T00:00:00Z,2019,4,22,1.711692859782e-4,1.017813118006e-4,2019W17,1.711692859782e-4,1.017813118006e-4
2019-04-23T00:00:00Z,2019,4,23,2.272774447029e-4,1.742410044735054e-5,2019W17,2.272774447029e-4,1.742410044735054e-5
2019-04-24T00:00:00Z,2019,4,24,NA,NA,2019W17,2.1707413701859855e-4,0
2019-04-25T00:00:00Z,2019,4,25,NA,NA,2019W17,1.5569116262126678e-4,0
2019-04-26T00:00:00Z,2019,4,26,NA,NA,2019W17,8.839285530137683e-5,1.3413886395285677e-5
2019-04-27T00:00:00Z,2019,4,27,6.044354884940092e-5,2.51791032047745e-5,2019W17,6.044354884940096e-5,2.5179103204774517e-5
2019-04-28T00:00:00Z,2019,4,28,7.503548275583725e-5,7.71110362755126e-6,2019W17,7.503548275583725e-5,7.71110362755126e-6
2019-04-29T00:00:00Z,2019,4,29,3.2305448860878685e-5,2.4505027605940717e-5,2019W18,3.230544886087869e-5,2.4505027605940717e-5
2019-04-30T00:00:00Z,2019,4,30,NA,NA,2019W18,1.7292576385481874e-5,3.033640982102835e-5
2019-05-01T00:00:00Z,2019,5,1,4.443977802969379e-5,2.808704319304756e-5,2019W18,4.443977802969379e-5,2.808704319304756e-5
2019-05-02T00:00:00Z,2019,5,2,NA,NA,2019W18,8.767209838811527e-5,3.5858603740492314e-5
2019-05-03T00:00:00Z,2019,5,3,9.467225570406284e-5,4.476805431736887e-5,2019W18,9.467225570406284e-5,4.476805431736887e-5
2019-05-04T00:00:00Z,2019,5,4,5.792596029110956e-5,4.706135099712842e-5,2019W18,5.792596029110956e-5,4.706135099712842e-5
2019-05-05T00:00:00Z,2019,5,5,NA,NA,2019W18,1.0540425825906224e-4,5.560086426210605e-5
2019-05-06T00:00:00Z,2019,5,6,1.365659340315e-4,4.758704957166978e-5,2019W19,1.3656593403150002e-4,4.758704957166978e-5
2019-05-07T00:00:00Z,2019,5,7,7.512279964197543e-5,1.617929132507254e-5,2019W19,7.512279964197543e-5,1.617929132507254e-5
2019-05-08T00:00:00Z,2019,5,8,9.910592827730886e-5,2.3988508057708783e-5,2019W19,9.910592827730886e-5,2.3988508057708783e-5
2019-05-09T00:00:00Z,2019,5,9,NA,NA,2019W19,7.004913958874899e-5,2.8405870333763822e-5
2019-05-10T00:00:00Z,2019,5,10,4.5139562765025474e-5,2.73897768934932e-5,2019W19,4.513956276502549e-5,2.7389776893493203e-5
2019-05-11T00:00:00Z,2019,5,11,9.496630929938053e-5,3.8924472762482904e-5,2019W19,9.496630929938053e-5,3.8924472762482904e-5
2019-05-12T00:00:00Z,2019,5,12,1.025852856175e-4,5.979025570713682e-5,2019W19,1.025852856175e-4,5.979025570713682e-5
2019-05-13T00:00:00Z,2019,5,13,1.322789559132e-4,3.580971468147303e-5,2019W20,1.322789559132e-4,3.580971468147303e-5
2019-05-14T00:00:00Z,2019,5,14,1.127902159398e-4,2.3588832127865408e-5,2019W20,1.1279021593980001e-4,2.3588832127865408e-5
2019-05-15T00:00:00Z,2019,5,15,6.027591839554532e-5,2.4845872895005965e-5,2019W20,6.027591839554532e-5,2.4845872895005965e-5
2019-05-16T00:00:00Z,2019,5,16,6.684581810757946e-5,3.6101075292294154e-5,2019W20,6.684581810757946e-5,3.6101075292294154e-5
2019-05-17T00:00:00Z,2019,5,17,8.34131295827053e-5,1.997690273204876e-5,2019W20,8.34131295827053e-5,1.997690273204876e-5
2019-05-18T00:00:00Z,2019,5,18,1.094020633199e-4,8.670536377326674e-6,2019W20,1.094020633199e-4,8.670536377326672e-6
2019-05-19T00:00:00Z,2019,5,19,5.410179013080364e-5,1.813554081309121e-5,2019W20,5.410179013080364e-5,1.813554081309121e-5
2019-05-20T00:00:00Z,2019,5,20,NA,NA,2019W21,0,3.96329267071357e-5
2019-05-21T00:00:00Z,2019,5,21,NA,NA,2019W21,0,5.882104874582977e-5
2019-05-22T00:00:00Z,2019,5,22,6.160744886417407e-5,6.0905139771512974e-5,2019W21,6.160744886417406e-5,6.090513977151297e-5
2019-05-23T00:00:00Z,2019,5,23,2.37733895661e-4,4.668820277124965e-5,2019W21,2.37733895661e-4,4.668820277124965e-5
2019-05-24T00:00:00Z,2019,5,24,1.902213288829e-4,5.656791237485577e-5,2019W21,1.902213288829e-4,5.656791237485577e-5
2019-05-25T00:00:00Z,2019,5,25,NA,NA,2019W21,1.487798304607159e-4,6.515887734737769e-5
2019-05-26T00:00:00Z,2019,5,26,NA,NA,2019W21,1.6474160637088158e-4,6.349849645809917e-5
2019-05-27T00:00:00Z,2019,5,27,NA,NA,2019W22,1.993586339947064e-4,5.242896821140016e-5
2019-05-28T00:00:00Z,2019,5,28,2.138828907135e-4,3.279249111166069e-5,2019W22,2.1388289071349996e-4,3.279249111166069e-5
2019-05-29T00:00:00Z,2019,5,29,NA,NA,2019W22,1.8269164860855737e-4,8.796218930283978e-6
2019-05-30T00:00:00Z,2019,5,30,NA,NA,2019W22,1.3266335856111622e-4,0
2019-05-31T00:00:00Z,2019,5,31,1.038017661524e-4,2.1757143947627308e-5,2019W22,1.038017661524e-4,2.1757143947627295e-5
2019-06-01T00:00:00Z,2019,6,1,1.1109135788924573e-4,6.556920427281512e-5,2019W22,1.1109135788924573e-4,6.556920427281512e-5
2019-06-02T00:00:00Z,2019,6,2,1.341127576942e-4,3.93699779403174e-5,2019W22,1.341127576942e-4,3.936997794031739e-5
2019-06-03T00:00:00Z,2019,6,3,2.239463015335e-4,3.184020060309264e-5,2019W23,2.239463015335e-4,3.184020060309264e-5
2019-06-04T00:00:00Z,2019,6,4,7.497821797791507e-5,3.061017726452107e-5,2019W23,7.497821797791505e-5,3.061017726452107e-5
2019-06-05T00:00:00Z,2019,6,5,NA,NA,2019W23,2.295716899742848e-6,3.4344631949449085e-5
2019-06-06T00:00:00Z,2019,6,6,NA,NA,2019W23,4.257062085149549e-5,3.763122335475228e-5
2019-06-07T00:00:00Z,2019,6,7,1.0603900209797776e-4,3.0215042098032513e-5,2019W23,1.0603900209797778e-4,3.0215042098032513e-5
2019-06-08T00:00:00Z,2019,6,8,1.147028522492e-4,2.3220435157327078e-5,2019W23,1.147028522492e-4,2.3220435157327078e-5
2019-06-09T00:00:00Z,2019,6,9,5.798227713870731e-5,7.719220077336733e-5,2019W23,5.798227713870731e-5,7.719220077336733e-5
2019-06-10T00:00:00Z,2019,6,10,NA,NA,2019W24,1.1334520615047028e-6,1.455175144388702e-4
2019-06-11T00:00:00Z,2019,6,11,NA,NA,2019W24,0,2.0888464789846833e-4
2019-06-12T00:00:00Z,2019,6,12,NA,NA,2019W24,0,2.6383129050453516e-4
2019-06-13T00:00:00Z,2019,6,13,NA,NA,2019W24,0,3.0689513160944416e-4
2019-06-14T00:00:00Z,2019,6,14,NA,NA,2019W24,0,3.3461386056556894e-4
2019-06-15T00:00:00Z,2019,6,15,NA,NA,2019W24,0,3.4352516672528285e-4
2019-06-16T00:00:00Z,2019,6,16,NA,NA,2019W24,0,3.3016673944095943e-4
2019-06-17T00:00:00Z,2019,6,17,NA,NA,2019W25,0,2.9107626806497216e-4
2019-06-18T00:00:00Z,2019,6,18,NA,NA,2019W25,3.095445757832439e-5,2.2279144194969447e-4
2019-06-19T00:00:00Z,2019,6,19,7.83479220060668e-5,1.218499504475e-4,2019W25,7.834792200606683e-5,1.2184995044750006e-4
2019-06-20T00:00:00Z,2019,6,20,1.45002138323e-4,1.444852177072546e-5,2019W25,1.45002138323e-4,1.444852177072546e-5
2019-06-21T00:00:00Z,2019,6,21,NA,NA,2019W25,2.6209356813004575e-4,1.7832206142523402e-6
2019-06-22T00:00:00Z,2019,6,22,3.370262428515e-4,4.016187470369057e-5,2019W25,3.370262428515e-4,4.016187470369055e-5
2019-06-23T00:00:00Z,2019,6,23,NA,NA,2019W25,2.8058308496807543e-4,5.902314640570244e-5
2019-06-24T00:00:00Z,2019,6,24,NA,NA,2019W26,1.541501573165291e-4,5.487631248039478e-5
2019-06-25T00:00:00Z,2019,6,25,5.676430782262934e-5,4.099830328623555e-5,2019W26,5.6764307822629203e-5,4.099830328623554e-5
2019-06-26T00:00:00Z,2019,6,26,NA,NA,2019W26,5.8472260230963946e-5,2.851464888293092e-5
2019-06-27T00:00:00Z,2019,6,27,1.133602415614e-4,1.9945278135140004e-5,2019W26,1.1336024156140003e-4,1.9945278135140007e-5
2019-06-28T00:00:00Z,2019,6,28,NA,NA,2019W26,1.585375165579369e-4,1.547085589775558e-5
2019-06-29T00:00:00Z,2019,6,29,NA,NA,2019W26,1.7916599758582434e-4,1.4520592181652105e-5
2019-06-30T00:00:00Z,2019,6,30,NA,NA,2019W26,1.7242075891562463e-4,1.6335833286699467e-5
2019-07-01T00:00:00Z,2019,7,1,1.354768748179e-4,2.015792551276755e-5,2019W27,1.3547687481790002e-4,2.015792551276755e-5
2019-07-02T00:00:00Z,2019,7,2,NA,NA,2019W27,7.866084466989762e-5,2.6475396539933878e-5
2019-07-03T00:00:00Z,2019,7,3,6.490486827560403e-5,4.0765499569106535e-5,2019W27,6.490486827560404e-5,4.0765499569106535e-5
2019-07-04T00:00:00Z,2019,7,4,1.008067440012e-4,6.518865352483581e-5,2019W27,1.008067440012e-4,6.518865352483581e-5
2019-07-05T00:00:00Z,2019,7,5,8.634794433509706e-5,7.725467033780165e-5,2019W27,8.634794433509706e-5,7.725467033780165e-5
2019-07-06T00:00:00Z,2019,7,6,2.4363596569e-4,5.984030406061669e-5,2019W27,2.4363596569e-4,5.984030406061669e-5
2019-07-07T00:00:00Z,2019,7,7,1.33927221825e-4,6.979644509511652e-5,2019W27,1.3392722182499999e-4,6.979644509511652e-5
2019-07-08T00:00:00Z,2019,7,8,1.555472327641e-4,3.790561835151504e-5,2019W28,1.555472327641e-4,3.790561835151504e-5
2019-07-09T00:00:00Z,2019,7,9,1.681683975962e-4,7.080650350210855e-5,2019W28,1.681683975962e-4,7.080650350210855e-5
2019-07-10T00:00:00Z,2019,7,10,NA,NA,2019W28,1.1401536059854359e-4,2.5294916102835063e-5
2019-07-11T00:00:00Z,2019,7,11,NA,NA,2019W28,6.346849805745193e-5,0
2019-07-12T00:00:00Z,2019,7,12,9.960225158913082e-5,1.480368291124113e-5,2019W28,9.960225158913082e-5,1.4803682911241202e-5
2019-07-13T00:00:00Z,2019,7,13,2.111340003981e-4,1.647656326336e-4,2019W28,2.111340003981e-4,1.647656326336e-4
2019-07-14T00:00:00Z,2019,7,14,1.590240186346e-4,4.245418658869599e-5,2019W28,1.590240186346e-4,4.245418658869595e-5
2019-07-15T00:00:00Z,2019,7,15,1.213436254939e-4,5.435051299310856e-5,2019W29,1.213436254939e-4,5.435051299310856e-5
2019-07-16T00:00:00Z,2019,7,16,9.949294681199236e-5,1.120550260737e-4,2019W29,9.949294681199236e-5,1.120550260737e-4
2019-07-17T00:00:00Z,2019,7,17,1.029899565596e-4,8.362327897580972e-5,2019W29,1.029899565596e-4,8.362327897580972e-5
2019-07-18T00:00:00Z,2019,7,18,NA,NA,2019W29,1.6248428351987095e-4,6.775168627701559e-5
2019-07-19T00:00:00Z,2019,7,19,2.2445594925444998e-4,6.857521855545e-5,2019W29,2.2445594925444998e-4,6.857521855545e-5
2019-07-20T00:00:00Z,2019,7,20,NA,NA,2019W29,2.3191821485532468e-4,5.845702851564655e-5
2019-07-21T00:00:00Z,2019,7,21,NA,NA,2019W29,2.034270430018812e-4,3.8673628643617875e-5
2019-07-22T00:00:00Z,2019,7,22,NA,NA,2019W30,1.7642407177035542e-4,1.7729871370746316e-5
2019-07-23T00:00:00Z,2019,7,23,NA,NA,2019W30,1.8835093923698308e-4,4.130609128414269e-6
2019-07-24T00:00:00Z,2019,7,24,2.76649283478e-4,6.380694348004104e-6,2019W30,2.76649283478e-4,6.380694348004091e-6
2019-07-25T00:00:00Z,2019,7,25,NA,NA,2019W30,4.417471865092626e-4,2.8631459893873422e-5
2019-07-26T00:00:00Z,2019,7,26,NA,NA,2019W30,5.360185061051095e-4,5.762016036228098e-5
2019-07-27T00:00:00Z,2019,7,27,3.748235439795e-4,7.573053078246078e-5,2019W30,3.7482354397950016e-4,7.573053078246078e-5
2019-07-28T00:00:00Z,2019,7,28,1.0693144061193712e-5,7.001499430690811e-5,2019W30,1.0693144061193712e-5,7.001499430690811e-5
2019-07-29T00:00:00Z,2019,7,29,NA,NA,2019W31,1.1669475367647204e-4,4.757960838948837e-5
2019-07-30T00:00:00Z,2019,7,30,2.904841005197e-4,2.571464584062839e-5,2019W31,2.904841005196999e-4,2.571464584062839e-5
2019-07-31T00:00:00Z,2019,7,31,1.017603734559e-4,2.4119492884750687e-5,2019W31,1.017603734559e-4,2.4119492884750687e-5
2019-08-01T00:00:00Z,2019,8,1,6.203561257773726e-5,4.24226560315376e-5,2019W31,6.203561257773726e-5,4.24226560315376e-5
2019-08-02T00:00:00Z,2019,8,2,6.9310603929668e-5,2.31087360074112e-5,2019W31,6.9310603929668e-5,2.31087360074112e-5
2019-08-03T00:00:00Z,2019,8,3,1.293293163233e-4,2.212510272077073e-5,2019W31,1.293293163233e-4,2.212510272077073e-5
2019-08-04T00:00:00Z,2019,8,4,5.439807151584117e-5,3.677176948499529e-5,2019W31,5.439807151584117e-5,3.677176948499529e-5
2019-08-05T00:00:00Z,2019,8,5,8.131812321613078e-5,0,2019W32,8.131812321613076e-5,0
2019-08-06T00:00:00Z,2019,8,6,1.071908221308e-4,2.9234757677012688e-5,2019W32,1.071908221308e-4,2.9234757677012688e-5
2019-08-07T00:00:00Z,2019,8,7,NA,NA,2019W32,7.066317398092557e-5,3.639968208884503e-5
2019-08-08T00:00:00Z,2019,8,8,3.392179496586323e-5,2.41671959493968e-5,2019W32,3.392179496586323e-5,2.41671959493968e-5
2019-08-09T00:00:00Z,2019,8,9,NA,NA,2019W32,5.5387462715375744e-5,2.715168995026886e-5
2019-08-10T00:00:00Z,2019,8,10,9.439589161300243e-5,3.644399150511537e-5,2019W32,9.439589161300244e-5,3.644399150511537e-5
2019-08-11T00:00:00Z,2019,8,11,1.026244954763e-4,3.479896782318608e-5,2019W32,1.026244954763e-4,3.479896782318608e-5
2019-08-12T00:00:00Z,2019,8,12,NA,NA,2019W33,9.409842699913561e-5,2.7763074233903572e-5
2019-08-13T00:00:00Z,2019,8,13,7.55393156970206e-5,7.387515932114759e-5,2019W33,7.55393156970206e-5,7.38751593211476e-5
2019-08-14T00:00:00Z,2019,8,14,7.566995039410055e-5,1.48249704235e-4,2019W33,7.566995039410055e-5,1.48249704235e-4
2019-08-15T00:00:00Z,2019,8,15,2.075931034763e-4,2.2648655712459316e-5,2019W33,2.0759310347630001e-4,2.2648655712459323e-5
2019-08-16T00:00:00Z,2019,8,16,3.438369097332e-4,1.7187834283014456e-13,2019W33,3.438369097332e-4,1.7187834283014456e-13
2019-08-17T00:00:00Z,2019,8,17,6.347163361201213e-5,9.963710531125328e-5,2019W33,6.347163361201214e-5,9.963710531125328e-5
2019-08-18T00:00:00Z,2019,8,18,1.2351929399301296e-5,6.873521065067896e-5,2019W33,1.2351929399301296e-5,6.873521065067896e-5
2019-08-19T00:00:00Z,2019,8,19,2.172261027134e-4,7.87367146906648e-5,2019W34,2.172261027134e-4,7.87367146906648e-5
2019-08-20T00:00:00Z,2019,8,20,2.0674277893309998e-4,1.1813938751275515e-4,2019W34,2.0674277893309998e-4,1.1813938751275515e-4
2019-08-21T00:00:00Z,2019,8,21,1.17789209279e-4,8.175198660111868e-5,2019W34,1.17789209279e-4,8.17519866011187e-5
2019-08-22T00:00:00Z,2019,8,22,4.112330546222e-4,2.850313712568249e-5,2019W34,4.112330546222e-4,2.850313712568249e-5
2019-08-23T00:00:00Z,2019,8,23,1.740701098943e-4,4.3272631742847937e-5,2019W34,1.740701098943e-4,4.327263174284792e-5
2019-08-24T00:00:00Z,2019,8,24,7.082843692410712e-5,0,2019W34,7.082843692410712e-5,0
2019-08-25T00:00:00Z,2019,8,25,NA,NA,2019W34,6.889968277096888e-5,0
2019-08-26T00:00:00Z,2019,8,26,NA,NA,2019W35,7.989301842799738e-5,1.2936228295235051e-5
2019-08-27T00:00:00Z,2019,8,27,8.815073481496041e-5,4.597106025779792e-5,2019W35,8.815073481496041e-5,4.597106025779793e-5
2019-08-28T00:00:00Z,2019,8,28,NA,NA,2019W35,8.79066999260806e-5,6.010782621427331e-5
2019-08-29T00:00:00Z,2019,8,29,1.129610900534e-4,5.317455525700332e-5,2019W35,1.129610900534e-4,5.317455525700332e-5
2019-08-30T00:00:00Z,2019,8,30,NA,NA,2019W35,1.758525277187e-4,3.2411297760002566e-5
2019-08-31T00:00:00Z,2019,8,31,1.645071120649e-4,1.8908600984558904e-5,2019W35,1.645071120649e-4,1.8908600984558908e-5
